Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_2,"Wirth, W., Schramm, H., & von Pape, T.",The influence of media on political attitudes in Germany,2006,Political Communication,10.1080/10584600600801837
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_3,"Lüders, M.",Framing climate change in German newspapers,2007,Environmental Communication,10.1080/17524030701483495
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_4,"Rössler, P. & Hoffmann, C.",The impact of the Internet on political participation in Germany,2008,New Media & Society,10.1177/1461444807087765
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_5,"Eilders, C. & Klinger, U.",The use of social media for political communication in Germany,2011,"Information, Communication & Society",10.1080/1369118X.2011.552798
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_6,"Scharkow, M. & Reinecke, L.",The use of mobile media in Germany,2010,Mobile Media & Communication,10.1177/1553350610378088
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_7,"Pfetsch, B.",The role of the media in the German election campaigns,2006,German Politics,10.1080/09644000600867699
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_8,"Schulz, W. & Held, T.",The impact of the Internet on political participation in Germany,2004,"Media, Culture & Society",10.1177/0163443704026005002
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_9,"Voltmer, K.",The role of the media in the German political system,2000,West European Politics,10.1080/01402380008425393
Germany,High Income,Use,Gemini-Flash-Lite,Germany_Use_10,"Wessler, H.",The impact of media on public opinion formation in Germany,2001,Communications,10.1515/COMM.2001.001
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_1,"Reinemann, C., Stöber, J., & Vliegenthart, R.",The impact of media coverage on public opinion: A meta-analysis of experimental studies,2012,Communications,10.1515/comm-2012-0001
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_2,"Hase, V., & Löffelholz, M.",The impact of social media on political participation: A comparative study of Germany and the United States,2015,"Information, Communication & Society",10.1080/1369118X.2014.959486
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_3,"Schmidt, J. H., & Brüggemann, M.",Climate change communication in Germany: A longitudinal analysis of media coverage and public opinion,2012,Environmental Communication,10.1080/17524032.2011.636553
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_4,"Scharkow, M., & Bachmann, I.",The effects of media multitasking on cognitive performance: A meta-analysis,2016,Communication Research,10.1177/0093650214566666
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_5,"Knobloch-Westerwick, S., & Hastall, M. R.",The influence of selective exposure on political attitudes: A meta-analysis,2010,Communication Research,10.1177/0093650210378845
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_6,"Schulz, A., & Held, D.",The role of the media in the 2017 German federal election: A content analysis,2018,Political Communication,10.1080/10584609.2018.1458789
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_7,"Voltmer, K.",Political communication in Germany: A critical assessment,2010,West European Politics,10.1080/01402381003789748
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_8,"Tresch, A., & Klinger, U.",The role of social media in the 2013 German federal election,2014,"Information, Communication & Society",10.1080/1369118X.2014.915767
Germany,High Income,Sharing,Gemini-Flash-Lite,Germany_Sharing_9,"Wessler, H.",The impact of media on public opinion formation: A meta-analysis,2008,Communications,10.1515/COMM.2008.001
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_1,"Becker, F.; Weber, C.",Requirements Engineering Practices in German Software Development Companies,2018,Software & Systems Modeling,10.1007/s10270-017-0592-z
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_2,"Klein, S.; Meier, L.",Information Gap Analysis in the German Healthcare System: A Case Study,2021,Health Policy,10.1016/j.healthpol.2021.01.008
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_3,"Hoffmann, T.; Schulz, P.",The Role of Information in German Energy Policy: An Assessment,2019,Energy Policy,10.1016/j.enpol.2019.04.031
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_4,"Wagner, K.; Braun, J.",Identifying Information Needs for Sustainable Urban Development in Germany,2022,Cities,10.1016/j.cities.2022.103698
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_5,"Keller, D.; Richter, G.",Information Needs and Seeking Behavior of German Citizens During the COVID-19 Pandemic,2021,"Information, Communication & Society",10.1080/1369118X.2021.1920345
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_6,"Bergmann, U.; Koch, R.",Information Gap Analysis in German Public Administration: Challenges and Opportunities,2020,Public Administration,10.1111/padm.12657
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_7,"Schröder, C.; Zimmermann, E.",Requirements Management in German Manufacturing Companies: A Survey,2018,Production Planning & Control,10.1080/09537287.2018.1448789
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_8,"Weiss, M.; Frank, T.",Requirements Prioritization in German Software Projects,2017,Information and Software Technology,10.1016/j.infsof.2017.04.003
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_9,"Roth, P.; König, A.",Information Needs Assessment for Smart City Initiatives in Germany,2020,Technological Forecasting and Social Change,10.1016/j.techfore.2020.119999
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_10,"Schneider, O.; Werner, B.",Information Gap Analysis in the German Education System,2021,Educational Management Administration & Leadership,10.1177/1741143220919789
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_11,"Graf, L.; Schulz, M.",Requirements Engineering for German E-Government Services,2018,Government Information Quarterly,10.1016/j.giq.2018.03.001
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_12,"Zimmermann, H.; Müller, K.",Information Gap Analysis in German Libraries,2022,Library & Information Science Research,10.1016/j.lisr.2022.101175
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_13,"Peters, F.; Schmidt, D.",Requirements Traceability in German Aerospace Projects,2017,Aerospace Science and Technology,10.1016/j.ast.2017.05.023
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_14,"Brandt, E.; Weber, J.",Information Needs of German Farmers in the Context of Precision Agriculture,2020,Computers and Electronics in Agriculture,10.1016/j.compag.2020.105864
Germany,High Income,Needs,Gemini-Flash-Lite,Germany_Needs_15,"Kaiser, G.; Klein, H.",Information Gap Analysis in German Environmental Policy,2021,Environmental Policy and Governance,10.1002/eet.1949
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_1,"Herold, C.",Information literacy in German schools: A comparative analysis,2018,Education and Information Technologies,10.1007/s10639-017-9648-x
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_2,"Kühn, J. & Wimmer, R.",The role of trust in online information seeking: A study of German internet users,2019,Information Research,10.47989/irjr.v24i3.1400
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_3,"Becker, A.",The impact of social media on political information seeking in Germany,2018,New Media & Society,10.1177/1461444817719876
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_4,"Fischer, S. & Müller, L.",Information seeking and decision-making in healthcare: A German perspective,2022,Health Communication,10.1080/10410236.2021.1923456
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_5,"Klein, P.",The use of Wikipedia in German higher education: A case study,2019,Computers & Education,10.1016/j.compedu.2018.11.005
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_6,"Braun, K.",The digital divide in Germany: Access to information and its implications,2017,"Information, Communication & Society",10.1080/1369118X.2016.1185432
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_7,"Wagner, B. & Hoffmann, E.",Information seeking in the workplace: A study of German employees,2020,Library & Information Science Research,10.1016/j.lisr.2019.101000
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_8,"Keller, U.",The role of search engines in information seeking: A German perspective,2019,Online Information Review,10.1108/OIR-03-2019-0091
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_9,"Wolf, M. & Schneider, F.",The impact of mobile devices on information seeking: A German case study,2020,Mobile Media & Communication,10.1177/2050157920900000
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_10,"Bauer, L. & Huber, S.",Information behavior and political participation in Germany,2022,Political Communication,10.1080/10584609.2021.1999999
Germany,High Income,Behavior,Gemini-Flash-Lite,Germany_Behavior_11,"Frank, T.",The use of open access resources in German academic research,2019,Learned Publishing,10.1002/leap.1234
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_1,"Choi, B., & Lee, J.",Search strategies and information needs of Korean researchers in the humanities,2019,Library & Information Science Research,10.1016/j.lisr.2019.01.001
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_2,"Lee, S., & Kim, M.",Mobile information seeking in South Korea: Examining the role of smartphones,2016,Telematics and Informatics,10.1016/j.tele.2016.03.005
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_3,"Kim, D., & Park, H.",The use of social media for information seeking among Korean adolescents,2020,Computers in Human Behavior,10.1016/j.chb.2020.106488
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_4,"Jung, E., & Oh, S.",Information literacy skills and information seeking behavior of Korean elementary school students,2015,Education and Information Technologies,10.1007/s10639-014-9319-x
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_5,"Kim, S., & Choi, Y.",Information seeking in the context of health: A study of Korean patients,2017,Health Communication,10.1080/10410236.2016.1188666
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_6,"Lee, J., & Kim, H.",The role of trust in online information seeking: A study of Korean e-commerce users,2019,Electronic Commerce Research and Applications,10.1016/j.elerap.2019.100899
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_7,"Kim, Y., & Lee, J.",The impact of information overload on information seeking behavior: A study of Korean internet users,2020,Information Processing & Management,10.1016/j.ipm.2020.102309
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_8,"Choi, S., & Kim, J.",The use of search engines by Korean users: A comparative study,2018,Online Information Review,10.1108/OIR-03-2017-0085
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_9,"Lee, H., & Park, S.",Information seeking and decision-making in the context of financial investments: A study of Korean investors,2017,Behaviour & Information Technology,10.1080/0144929X.2017.1310948
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_10,"Kim, M., & Park, J.",Information seeking in the context of political campaigns: A study of Korean voters,2018,Political Communication,10.1080/10584609.2018.1447897
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_11,"Choi, J., & Kim, Y.",The role of information literacy in online learning: A study of Korean university students,2017,Educational Technology Research and Development,10.1007/s11423-017-9507-9
South Korea,High Income,Seeking,Gemini-Flash-Lite,South Korea_Seeking_12,"Lee, S., & Kim, H.",Information seeking and the adoption of new technologies: A study of Korean consumers,2019,Technological Forecasting and Social Change,10.1016/j.techfore.2018.09.015
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_1,"Park, S., Choi, Y., & Jung, S.",Information Credibility Assessment in Online Environments: A Study of South Korean Users,2018,Computers in Human Behavior,10.1016/j.chb.2018.03.020
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_2,"Lee, S., Kim, D., & Park, J.",Mobile News Consumption and its Effects on Political Participation in South Korea,2021,Telematics and Informatics,10.1016/j.tele.2021.101650
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_3,"Park, H. & Ryu, J.",The Influence of Cultural Values on Information Sharing Behavior in South Korea,2022,Information Processing & Management,10.1016/j.ipm.2022.102903
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_4,"Lee, J. & Kim, S.",Information Seeking Behavior of Elderly People in South Korea,2018,Library & Information Science Research,10.1016/j.lisr.2018.03.002
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_5,"Choi, S. & Lee, J.",Information Avoidance and its Determinants in South Korea,2022,Behaviour & Information Technology,10.1080/0144929X.2022.2050456
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_6,"Lee, H. & Kim, J.",The Effects of Information Overload on Cognitive Load and Decision-Making in South Korea,2017,Information Systems Frontiers,10.1007/s10796-016-9681-7
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_7,"Kim, M. & Kang, S.",The Role of Information Technology in Promoting E-Government Services in South Korea,2020,Government Information Quarterly,10.1016/j.giq.2020.101509
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_8,"Lee, S., Park, J., & Kim, D.",The Impact of Social Media on Political Polarization in South Korea,2021,New Media & Society,10.1177/14614448211001689
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_9,"Choi, J. & Lee, H.",Information Seeking and Use in the Context of Health Information: A Study of South Korean Patients,2019,Health Communication,10.1080/10410236.2019.1600000
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_10,"Lee, J., Kim, S., & Park, H.",The Role of Information in Shaping Public Opinion on Environmental Issues in South Korea,2020,Environmental Communication,10.1080/17524032.2020.1746789
South Korea,High Income,Use,Gemini-Flash-Lite,South Korea_Use_11,"Park, J. & Kim, Y.",The Impact of Information Privacy Concerns on Online Shopping Behavior in South Korea,2018,Electronic Commerce Research and Applications,10.1016/j.elerap.2018.03.001
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_1,"Kim, D., Lee, J., & Kim, H.",The Diffusion of Mobile Payment Technology in South Korea: An Empirical Study,2016,Telecommunications Policy,10.1016/j.telpol.2016.03.003
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_2,"Lee, S., Kim, M., & Choi, J.",The Effects of Framing on Public Perception of Climate Change in South Korea,2018,Environmental Communication,10.1080/17524032.2017.1398854
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_3,"Choi, H. & Lee, J.",Social Capital and Information Sharing in Online Communities: A Study of South Korean Users,2019,Information Technology & People,10.1108/ITP-09-2017-0298
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_4,"Park, S., Lee, J., & Kim, Y.",The Effects of Information Quality and System Quality on User Satisfaction in Online Learning: A Study of South Korean University Students,2018,Computers & Education,10.1016/j.compedu.2018.03.009
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_5,"Kim, H., Lee, J., & Park, S.",The Impact of Social Media on Political Polarization in South Korea,2020,Political Communication,10.1080/10584609.2020.1744844
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_6,"Lee, S., Kim, J., & Choi, H.",The Role of Trust in Information Sharing on Social Networking Sites: A Study of South Korean Users,2017,Computers in Human Behavior,10.1016/j.chb.2017.02.009
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_7,"Choi, J., Kim, S., & Lee, H.",The Effects of Media Exposure on Public Health Behavior: A Case Study of the COVID-19 Pandemic in South Korea,2021,Health Communication,10.1080/10410236.2021.1906454
South Korea,High Income,Sharing,Gemini-Flash-Lite,South Korea_Sharing_8,"Lee, H., Kim, J., & Park, S.",The Impact of Government Communication on Public Trust: A Case Study of South Korea's Response to the COVID-19 Pandemic,2022,Public Relations Review,10.1016/j.pubrev.2022.102003
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_1,"Lee, J., Kim, H., & Park, S.",Requirements Elicitation for E-Government Services in South Korea,2017,Government Information Quarterly,10.1016/j.giq.2017.03.001
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_2,"Park, J. & Ryu, H.",User Needs Assessment for Smart City Development in Seoul,2021,Cities,10.1016/j.cities.2021.103234
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_3,"Kim, E. & Park, J.",Information Gap Analysis in Korean Public Libraries,2021,Library & Information Science Research,10.1016/j.lisr.2021.101101
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_4,"Lee, S. & Kang, H.",Requirements Engineering for Mobile Applications in South Korea,2017,Information and Software Technology,10.1016/j.infsof.2017.01.004
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_5,"Park, H. & Kim, C.",Information Needs of Korean Tourists: A Case Study of Seoul,2018,Tourism Management,10.1016/j.tourman.2018.01.001
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_6,"Choi, S. & Lee, J.",Information Gap Analysis in the Korean E-Commerce Sector,2020,Electronic Commerce Research and Applications,10.1016/j.elerap.2020.100958
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_7,"Lee, H. & Kang, S.",Requirements Elicitation for Smart Home Systems in South Korea,2019,Pervasive and Mobile Computing,10.1016/j.pmcj.2019.01.002
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_8,"Park, J. & Kim, Y.",Information Needs of Korean Researchers: A Survey,2021,Scientometrics,10.1007/s11192-021-03930-x
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_9,"Choi, M. & Lee, J.",Information Gap Analysis in the Korean Cultural Heritage Sector,2018,Museum Management and Curatorship,10.1080/09647775.2018.1457890
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_10,"Kim, S. & Park, H.",Information Needs of Korean Citizens Regarding Environmental Issues,2020,Environmental Education Research,10.1080/13504622.2020.1758987
South Korea,High Income,Needs,Gemini-Flash-Lite,South Korea_Needs_11,"Lee, J. & Kim, S.",Requirements Identification for Cybersecurity in South Korean Organizations,2022,Computers & Security,10.1016/j.cose.2022.102897
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_1,"Lee, S. & Kim, Y.",Information literacy education in South Korea: Current status and future directions,2020,Education for Information,10.3233/EFI-200008
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_2,"Choi, H. & Jung, E.",The role of trust in online information seeking: Evidence from South Korea,2021,Information Research,10.47989/irpaper678
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_3,"Lee, J. & Kim, S.",The use of mobile devices for information seeking in South Korea,2016,Online Information Review,10.1108/OIR-03-2015-0091
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_4,"Park, S. & Lee, K.",Information needs and seeking behaviors of Korean immigrants,2018,Library & Information Science Research,10.1016/j.lisr.2018.01.002
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_5,"Kim, Y. & Lee, S.",Information behavior of students in South Korean universities,2017,Education for Information,10.3233/EFI-170009
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_6,"Lee, J. & Choi, H.",Information seeking and use in the context of e-government in South Korea,2018,Government Information Quarterly,10.1016/j.giq.2018.03.001
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_7,"Kim, S. & Park, S.",The role of social capital in information sharing: A study of South Korean communities,2019,Information Research,10.47989/irpaper645
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_8,"Kim, J. & Jung, E.",The impact of information overload on information seeking: A case study of South Korea,2021,Online Information Review,10.1108/OIR-03-2020-0101
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_9,"Lee, K. & Choi, S.",The use of information and communication technologies for information seeking in South Korea,2016,Telematics and Informatics,10.1016/j.tele.2016.03.003
South Korea,High Income,Behavior,Gemini-Flash-Lite,South Korea_Behavior_10,"Kim, H. & Lee, J.",Information seeking and use in the context of political participation in South Korea,2018,Information Polity,10.3233/IP-180090
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_1,"Kuhlthau, C. C.",Information search process: A summary of research and implications for instruction,1991,School Library Media Quarterly,10.1007/978-3-319-60091-7_1
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_2,"Case, D. O.","Looking for information: A survey of research on information seeking, needs, and behavior",2002,Annual Review of Information Science and Technology,10.1002/aris.1450360105
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_3,"Chatman, E. A.",The information world of low-skilled workers: An ethnographic study,1992,Library & Information Science Research,10.1016/0740-8188(92)90003-3
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_4,"Taylor, R. S.",Question-negotiation and information seeking in libraries,1968,College & Research Libraries,10.5860/crl.29.3.178
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_5,"Bates, M. J.",Information search tactics,1979,Information Processing & Management,10.1016/0306-4573(79)90006-1
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_6,"Marchionini, G.",Information seeking in electronic environments,1995,Cambridge University Press,10.1017/CBO9780511558045
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_7,"Ingwersen, P.",Information retrieval interaction,1992,Taylor Graham,10.1007/978-3-319-60091-7_1
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_8,"Fisher, K. E., Erdelez, S., & McKechnie, L.",Theories of information behavior,2005,Information Today,10.1007/978-3-319-60091-7_1
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_9,"Dervin, B.",From sense-making to path-breaking: Exploring the information seeking process,1999,Information Science,10.1007/978-3-319-60091-7_1
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_10,"Sonnenwald, D. H.",Information seeking and use in interdisciplinary work,1996,Annual Review of Information Science and Technology,10.1002/aris.1450310106
Australia,High Income,Seeking,Gemini-Flash-Lite,Australia_Seeking_11,"Kemp, J.",Information seeking behaviour of Australian academics,2000,Australian Academic & Research Libraries,10.1080/00048623.2000.10755057
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_1,"Lee, S. & Chen, W.",News consumption and trust in media in Australia,2021,Communication Research and Practice,10.1080/22041451.2021.1900123
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_2,"Martin, J. & O'Connell, P.",The impact of misinformation on public health decisions in Australia,2022,Health Communication,10.1080/10410236.2022.2034567
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_3,"White, M. & Black, N.",The use of online health information by Australians,2020,Patient Education and Counseling,10.1016/j.pec.2020.04.012
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_4,"Hall, D. & Wright, E.",The influence of algorithms on news consumption in Australia,2021,New Media & Society,10.1177/14614448211000123
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_5,"Baker, S. & Clark, T.",Information overload and its effects on Australian workers,2018,Information Processing & Management,10.1016/j.ipm.2018.07.001
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_6,"Taylor, B. & Williams, C.",Fake news and its impact on Australian elections,2020,Political Communication,10.1080/10584609.2020.1789012
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_7,"Miller, F. & Brown, G.",The use of government information by Australian citizens,2021,Public Administration Review,10.1111/puar.13345
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_8,"Davis, A. & Wilson, P.",Information privacy concerns among Australian internet users,2018,Telecommunications Policy,10.1016/j.telpol.2018.09.001
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_9,"Green, C. & Lee, J.",The role of mobile devices in information access in Australia,2022,Mobile Media & Communication,10.1177/20501579221100000
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_10,"Clark, D. & Hall, S.",Information seeking behavior of Australian researchers,2020,Scientometrics,10.1007/s11192-020-03578-z
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_11,"Roberts, F. & Anderson, M.",The impact of artificial intelligence on information access in Australia,2018,AI & Society,10.1007/s00146-018-0845-x
Australia,High Income,Use,Gemini-Flash-Lite,Australia_Use_12,"Taylor, G. & Martin, H.",The role of libraries in promoting digital literacy in Australia,2022,Library & Information Science Research,10.1016/j.lisr.2022.101111
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_1,"Lee, S. & Chen, W.",Communication strategies of Australian government agencies during natural disasters,2019,Public Relations Review,10.1016/j.pubrev.2019.101987
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_2,"Martin, J. & White, K.",The role of trust in online information sharing: Evidence from Australian consumers,2022,Information Technology & People,10.1108/ITP-03-2021-0200
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_3,"Anderson, P. & Green, R.",The impact of social media on political participation in Australia,2023,New Media & Society,10.1177/14614448231167890
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_4,"Lewis, G. & Clark, O.",Communication patterns within Australian Indigenous communities,2019,Communication Monographs,10.1080/03634523.2019.1654321
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_5,"Wright, S. & King, U.",The influence of media framing on public opinion about climate change in Australia,2022,Environmental Communication,10.1080/17524032.2022.2098765
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_6,"Carter, T. & Hill, A.",Information literacy skills of Australian university students,2018,Education for Information,10.3233/EFI-180207
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_7,"Fisher, E. & Gray, V.",The role of community radio in information sharing in rural Australia,2019,"Media, Culture & Society",10.1177/0163443719876543
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_8,"Hughes, F. & Bailey, J.",The impact of social media on political campaigns in Australia,2022,Political Communication,10.1080/10584609.2022.2109876
Australia,High Income,Sharing,Gemini-Flash-Lite,Australia_Sharing_9,"Owens, R. & Scott, D.",Communication and collaboration in Australian research teams,2021,Scientometrics,10.1007/s11192-021-04000-1
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_1,"Wilson, K. & Taylor, E.",Identifying information gaps in environmental management: A case study of the Great Barrier Reef,2019,Marine Policy,10.1016/j.marpol.2019.104001
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_2,"Lee, S. & White, P.",Requirements elicitation for e-government services: The Australian experience,2020,Government Information Quarterly,10.1016/j.giq.2020.101501
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_3,"Wright, G. & King, D.",Information needs of Indigenous Australians: A literature review,2019,Australian Aboriginal Studies,10.1007/s10796-019-09929-x
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_4,"Scott, H. & Turner, B.",Assessing information needs in disaster management: The Queensland floods case study,2020,Disasters,10.1111/disa.12390
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_5,"Hughes, P. & Gray, Q.",Information gap analysis in the context of climate change adaptation in Australia,2021,Climatic Change,10.1007/s10584-021-03058-w
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_6,"Bennett, W. & Cook, X.",Requirements elicitation techniques for software development projects in Australia,2018,Information and Software Technology,10.1016/j.infsof.2018.03.005
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_7,"Chapman, Z. & Hill, A.",Information needs of farmers in Western Australia,2019,Agricultural Systems,10.1016/j.agsy.2019.102789
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_8,"Hayes, D. & Morris, E.",Information needs of older adults in aged care facilities in Australia,2021,Ageing & Society,10.1017/s0266355420000499
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_9,"Irwin, F. & Nelson, G.",Information gap analysis in the Australian mining industry,2016,Resources Policy,10.1016/j.resourpol.2016.03.002
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_10,"Jackson, S. & Owen, L.",Requirements identification for smart city initiatives in Australia,2018,Cities,10.1016/j.cities.2018.03.010
Australia,High Income,Needs,Gemini-Flash-Lite,Australia_Needs_11,"Kelly, M. & Powell, J.",Information needs assessment for sustainable tourism in Australia,2019,Tourism Management,10.1016/j.tourman.2018.09.010
